,Station,Station Latitude,Station Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
2833,Rodrigo de Araya,-33.47758874,-70.62240784,Doña Eli,-33.476404880454155,-70.62741586338399,Cheese Shop
2834,Carlos Valdovino,-33.48647047,-70.61920144,Estadio Monumental,-33.48974491900219,-70.61670963057277,Football Stadium
2835,Carlos Valdovino,-33.48647047,-70.61920144,Incal,-33.48854341520492,-70.6178366134361,Furniture / Home Store
2836,Carlos Valdovino,-33.48647047,-70.61920144,Líder,-33.48406365296429,-70.62210247189886,Supermarket
2837,Carlos Valdovino,-33.48647047,-70.61920144,En el patio del call (patio de los brakes),-33.48843508059262,-70.61940021446541,Cafeteria
2838,Carlos Valdovino,-33.48647047,-70.61920144,Viejo Cochino,-33.4886343432714,-70.61970135775972,Food Truck
2839,Carlos Valdovino,-33.48647047,-70.61920144,AG Hyundai,-33.48242479659351,-70.62063663184365,Auto Garage
2840,Carlos Valdovino,-33.48647047,-70.61920144,Casino Express,-33.48995404291539,-70.62246651076998,Cafeteria
2841,Agricola,-33.49189062,-70.61758532,Estadio Monumental,-33.48974491900219,-70.61670963057277,Football Stadium
2842,Agricola,-33.49189062,-70.61758532,Fegal,-33.491556377239334,-70.61675332971403,BBQ Joint
2843,Agricola,-33.49189062,-70.61758532,El Master,-33.491510450941945,-70.6161945481861,Sandwich Place
2844,Agricola,-33.49189062,-70.61758532,Amasanderia Rico Pan,-33.4911222317728,-70.61410826542304,Bakery
2845,Agricola,-33.49189062,-70.61758532,Cozumel,-33.49478075792526,-70.61786073033953,Motel
2846,Agricola,-33.49189062,-70.61758532,Incal,-33.48854341520492,-70.6178366134361,Furniture / Home Store
2847,Agricola,-33.49189062,-70.61758532,Comercial Rey,-33.49625107733934,-70.6168777557835,Hardware Store
2848,Agricola,-33.49189062,-70.61758532,Plaza El Pinar,-33.49376260030099,-70.62155295528414,Plaza
2849,Agricola,-33.49189062,-70.61758532,Viejo Cochino,-33.4886343432714,-70.61970135775972,Food Truck
2850,Agricola,-33.49189062,-70.61758532,En el patio del call (patio de los brakes),-33.48843508059262,-70.61940021446541,Cafeteria
2851,San Joaquin,-33.49899956,-70.61603367,Little Caesars Pizza,-33.50057614651203,-70.61595292904774,Pizza Place
2852,San Joaquin,-33.49899956,-70.61603367,Fres&co,-33.49786614486618,-70.615152763403,Bistro
2853,San Joaquin,-33.49899956,-70.61603367,Clementina,-33.50007633865915,-70.61423283663667,Restaurant
2854,San Joaquin,-33.49899956,-70.61603367,La Bicicleta,-33.49820758450237,-70.61618709304481,Bar
2855,San Joaquin,-33.49899956,-70.61603367,Edificio Espacio 3,-33.500758872858505,-70.6157593716888,Residential Building (Apartment / Condo)
2856,San Joaquin,-33.49899956,-70.61603367,Completologia,-33.49840714741006,-70.61612516048613,Hot Dog Joint
2857,San Joaquin,-33.49899956,-70.61603367,Cozumel,-33.49478075792526,-70.61786073033953,Motel
2858,San Joaquin,-33.49899956,-70.61603367,Comercial Rey,-33.49625107733934,-70.6168777557835,Hardware Store
2859,Pedrero,-33.50800138,-70.61252911,El Pollo Del Ocho,-33.507908036204974,-70.61409147280352,Fried Chicken Joint
2860,Pedrero,-33.50800138,-70.61252911,Sushi Saske,-33.50554199379187,-70.6146223270775,Sushi Restaurant
2861,Pedrero,-33.50800138,-70.61252911,Teppy's Shop,-33.50803949782967,-70.61381083290019,Brewery
2862,Pedrero,-33.50800138,-70.61252911,El Carro del 8,-33.509604927442815,-70.61133028507828,Food Truck
2863,Pedrero,-33.50800138,-70.61252911,Cineplanet,-33.50994545002793,-70.60790616738207,Multiplex
2864,Pedrero,-33.50800138,-70.61252911,Tarragona,-33.50996440727781,-70.60769173842233,Fried Chicken Joint
2865,Pedrero,-33.50800138,-70.61252911,Farmacias Cruz Verde,-33.5084028255734,-70.61390958981505,Pharmacy
2866,Pedrero,-33.50800138,-70.61252911,Casino Club de Campo Gendarmería Gendarmería De Chile,-33.50450925801763,-70.61548969776018,Gastropub
2867,Pedrero,-33.50800138,-70.61252911,Juan Maestro,-33.5099791288872,-70.60776874891765,Sandwich Place
2868,Pedrero,-33.50800138,-70.61252911,Dominó Florida Center,-33.50989298721294,-70.60766511483246,Sandwich Place
2869,Pedrero,-33.50800138,-70.61252911,Spacio1,-33.508526460923356,-70.61134771285826,Convenience Store
2870,Pedrero,-33.50800138,-70.61252911,Pronto Copec,-33.507942326422246,-70.61359102410948,Convenience Store
2871,Pedrero,-33.50800138,-70.61252911,Bowling Florida Center,-33.5101234135333,-70.60898914770627,Bowling Alley
2872,Pedrero,-33.50800138,-70.61252911,Plaza de la esquina,-33.50575752872722,-70.61088878111345,Plaza
2873,Pedrero,-33.50800138,-70.61252911,Burger King,-33.509989728367465,-70.60773735548783,Fast Food Restaurant
2874,Pedrero,-33.50800138,-70.61252911,Multicancha,-33.505076364229495,-70.60998834417124,Soccer Field
2875,Pedrero,-33.50800138,-70.61252911,Tommy Beans,-33.510029482318245,-70.60778257207716,Mexican Restaurant
2876,Mirador,-33.51312497,-70.60630848,Aiko Sushi,-33.51544939880729,-70.60690290249417,Sushi Restaurant
2877,Mirador,-33.51312497,-70.60630848,Sushi Rock,-33.5130770670456,-70.60885553407222,Sushi Restaurant
2878,Mirador,-33.51312497,-70.60630848,Morph,-33.51023104154352,-70.60729864210695,Flea Market
2879,Mirador,-33.51312497,-70.60630848,Starbucks,-33.510852318535015,-70.60642724520923,Coffee Shop
2880,Mirador,-33.51312497,-70.60630848,Donde la Cote!,-33.513213495021795,-70.6083836029363,Comfort Food Restaurant
2881,Mirador,-33.51312497,-70.60630848,H&M,-33.51067005927645,-70.60739961918445,Clothing Store
2882,Mirador,-33.51312497,-70.60630848,Amano manos y pies,-33.51047884327939,-70.60792666934005,Nail Salon
2883,Mirador,-33.51312497,-70.60630848,Lush,-33.5109634023253,-70.60618724770748,Cosmetics Shop
2884,Mirador,-33.51312497,-70.60630848,Yogurtlife,-33.51128456700419,-70.60590543150346,Ice Cream Shop
2885,Mirador,-33.51312497,-70.60630848,BiancoLatte,-33.51013869081771,-70.60740118815313,Ice Cream Shop
2886,Mirador,-33.51312497,-70.60630848,Liga Chilena conta la Epilepsia,-33.51527453545141,-70.60326115689088,Pharmacy
2887,Mirador,-33.51312497,-70.60630848,Rotter & Krauss del Mall Florida Center,-33.510534452075184,-70.60672932964107,Accessories Store
2888,Mirador,-33.51312497,-70.60630848,Mr. Pretzels,-33.510236928211086,-70.6072681824854,German Restaurant
2889,Mirador,-33.51312497,-70.60630848,Feria Chilena del Libro,-33.51020156510406,-70.6073479778584,Bookstore
2890,Mirador,-33.51312497,-70.60630848,Emporio La Rosa,-33.510783832235234,-70.60640077423722,Ice Cream Shop
2891,Mirador,-33.51312497,-70.60630848,Los Sabores Del Aji Seco,-33.517065541902944,-70.6053665990265,Peruvian Restaurant
2892,Mirador,-33.51312497,-70.60630848,Cineplanet,-33.50994545002793,-70.60790616738207,Multiplex
2893,Mirador,-33.51312497,-70.60630848,Tarragona,-33.50996440727781,-70.60769173842233,Fried Chicken Joint
2894,Mirador,-33.51312497,-70.60630848,Salcobrand,-33.51387877150161,-70.60736254448565,Pharmacy
2895,Mirador,-33.51312497,-70.60630848,City Toys,-33.510371598803665,-70.60782373487349,Toy / Game Store
2896,Mirador,-33.51312497,-70.60630848,Microplay,-33.510940184075366,-70.60618159399368,Video Game Store
2897,Mirador,-33.51312497,-70.60630848,Mall Florida Center,-33.510790931527964,-70.6062355376856,Shopping Mall
2898,Mirador,-33.51312497,-70.60630848,Salcobrand,-33.511414706434884,-70.6059176635008,Pharmacy
2899,Mirador,-33.51312497,-70.60630848,Havanna,-33.510300999366976,-70.60726559797364,Café
2900,Mirador,-33.51312497,-70.60630848,Skechers,-33.510353,-70.607119,Shoe Store
2901,Mirador,-33.51312497,-70.60630848,Farmacias Cruz Verde,-33.51127727625524,-70.60580349100083,Pharmacy
2902,Mirador,-33.51312497,-70.60630848,Forever 21,-33.5106495260676,-70.60664102804606,Clothing Store
2903,Mirador,-33.51312497,-70.60630848,Yogen Früz,-33.51119912138201,-70.6060214448256,Ice Cream Shop
2904,Mirador,-33.51312497,-70.60630848,Juan Maestro,-33.5099791288872,-70.60776874891765,Sandwich Place
2905,Mirador,-33.51312497,-70.60630848,Dominó Florida Center,-33.50989298721294,-70.60766511483246,Sandwich Place
2906,Mirador,-33.51312497,-70.60630848,Jumbo,-33.510095762841935,-70.60757167948546,Supermarket
2907,Mirador,-33.51312497,-70.60630848,Yang Cheng,-33.51691993323207,-70.60534273610654,Chinese Restaurant
2908,Mirador,-33.51312497,-70.60630848,Reifschneider Store,-33.51099882265445,-70.60618844270532,Electronics Store
2909,Mirador,-33.51312497,-70.60630848,McCool,-33.5089131485889,-70.6045275946494,Food Truck
2910,Mirador,-33.51312497,-70.60630848,París,-33.510642458688345,-70.60739697000112,Department Store
2911,Mirador,-33.51312497,-70.60630848,Boost,-33.510012559502705,-70.60754479344392,Juice Bar
2912,Mirador,-33.51312497,-70.60630848,Bianco,-33.51641986712689,-70.60597438226785,Pub
2913,Mirador,-33.51312497,-70.60630848,Weplay,-33.51103281554155,-70.60616783675087,Video Game Store
2914,Mirador,-33.51312497,-70.60630848,Dunkin',-33.510178782530595,-70.60750275552174,Donut Shop
2915,Mirador,-33.51312497,-70.60630848,Restaurante Shun xing,-33.51473678839215,-70.60720569317772,Chinese Restaurant
2916,Mirador,-33.51312497,-70.60630848,Burger King,-33.509989728367465,-70.60773735548783,Fast Food Restaurant
2917,Mirador,-33.51312497,-70.60630848,Bowling Florida Center,-33.5101234135333,-70.60898914770627,Bowling Alley
2918,Mirador,-33.51312497,-70.60630848,Tommy Beans,-33.510029482318245,-70.60778257207716,Mexican Restaurant
2919,Mirador,-33.51312497,-70.60630848,Tommy Hilfiger,-33.510415007841125,-70.60714760008808,Clothing Store
2920,La Florida,-33.51952114,-70.6001028,Makeup Express Plaza Vespucio,-33.51831324353057,-70.60035001600929,Cosmetics Shop
2921,La Florida,-33.51952114,-70.6001028,Grido Helados Plaza Vespucio,-33.51889203111662,-70.6000498417895,Ice Cream Shop
2922,La Florida,-33.51952114,-70.6001028,Microplay,-33.518024570853626,-70.59858223372304,Video Game Store
2923,La Florida,-33.51952114,-70.6001028,Yogen Früz Plaza Vespucio,-33.517773252250876,-70.59811985108927,Ice Cream Shop
2924,La Florida,-33.51952114,-70.6001028,Juan Valdez Café,-33.51711564954457,-70.59935168029992,Café
2925,La Florida,-33.51952114,-70.6001028,Emporio La Rosa,-33.51709682999644,-70.59713098964178,Ice Cream Shop
2926,La Florida,-33.51952114,-70.6001028,Johnny Rockets,-33.51713242113716,-70.5970199357014,Burger Joint
2927,La Florida,-33.51952114,-70.6001028,Bar Surdistan,-33.518940646414784,-70.60074911166463,South American Restaurant
2928,La Florida,-33.51952114,-70.6001028,SCD Vespucio,-33.51713379321205,-70.59696967312013,Concert Hall
2929,La Florida,-33.51952114,-70.6001028,Homy,-33.51799850834208,-70.59701192543696,Furniture / Home Store
2930,La Florida,-33.51952114,-70.6001028,Nacional Librería,-33.517319375940474,-70.5982387315402,Paper / Office Supplies Store
2931,La Florida,-33.51952114,-70.6001028,Adidas Originals,-33.51769925610622,-70.5994700195785,Sporting Goods Shop
2932,La Florida,-33.51952114,-70.6001028,Servipag,-33.51895055593221,-70.59947199062528,Convenience Store
2933,La Florida,-33.51952114,-70.6001028,La Sanguchera del Barrio,-33.517048,-70.596843,Sandwich Place
2934,La Florida,-33.51952114,-70.6001028,Palettas,-33.51734695313554,-70.59818956406679,Ice Cream Shop
2935,La Florida,-33.51952114,-70.6001028,Teatro Mori,-33.51709080883399,-70.5969045463404,Theater
2936,La Florida,-33.51952114,-70.6001028,Libreria Antártica,-33.51713609487915,-70.59720209172963,Bookstore
2937,La Florida,-33.51952114,-70.6001028,French Beauty,-33.51720920130405,-70.5991829729324,Cosmetics Shop
2938,La Florida,-33.51952114,-70.6001028,Vans,-33.51733026889882,-70.59927431650532,Board Shop
2939,La Florida,-33.51952114,-70.6001028,Dominó Plaza Vespucio,-33.51738144483704,-70.59759372178428,Sandwich Place
2940,La Florida,-33.51952114,-70.6001028,Reebok,-33.51732939492287,-70.5975104579495,Sporting Goods Shop
2941,La Florida,-33.51952114,-70.6001028,Boost,-33.51732371715337,-70.59823250320892,Juice Bar
2942,La Florida,-33.51952114,-70.6001028,Oriental Express,-33.520688200904644,-70.5997024740939,Chinese Restaurant
2943,La Florida,-33.51952114,-70.6001028,Paseo Cabildo,-33.51962980900521,-70.60139054106504,Park
2944,La Florida,-33.51952114,-70.6001028,Tanta,-33.51705124540526,-70.59689658803171,Peruvian Restaurant
2945,La Florida,-33.51952114,-70.6001028,Nike,-33.51769089808557,-70.59923692885262,Sporting Goods Shop
2946,La Florida,-33.51952114,-70.6001028,Sony Style,-33.51805802508441,-70.59891723835082,Electronics Store
2947,La Florida,-33.51952114,-70.6001028,Starbucks,-33.51761824930281,-70.59799475888386,Coffee Shop
2948,La Florida,-33.51952114,-70.6001028,El Negro Bueno,-33.52262190959987,-70.59914692045209,Bar
2949,La Florida,-33.51952114,-70.6001028,Farmacias Cruz Verde,-33.52207666606679,-70.59740529250499,Pharmacy
2950,La Florida,-33.51952114,-70.6001028,adidas,-33.51718940711639,-70.59889911896386,Sporting Goods Shop
2951,La Florida,-33.51952114,-70.6001028,Schopdog,-33.51846325608665,-70.59861946054517,Beer Garden
2952,La Florida,-33.51952114,-70.6001028,Pet Happy,-33.51720576961389,-70.59654813771455,Pet Store
2953,La Florida,-33.51952114,-70.6001028,Tavelli,-33.51802579522656,-70.59889352231349,Snack Place
2954,La Florida,-33.51952114,-70.6001028,Savory Stop!,-33.518099295372096,-70.59780655752242,Ice Cream Shop
2955,La Florida,-33.51952114,-70.6001028,El Club Futbol 7,-33.519746051649705,-70.59894265918061,Soccer Field
2956,La Florida,-33.51952114,-70.6001028,Caramel Club,-33.5215737500015,-70.60071084349488,Nightclub
2957,La Florida,-33.51952114,-70.6001028,Farmacias Cruz Verde,-33.52086647434212,-70.59984524440424,Pharmacy
2958,La Florida,-33.51952114,-70.6001028,Audiomusica,-33.5179208612308,-70.5987841446349,Music Store
2959,La Florida,-33.51952114,-70.6001028,Piola,-33.51707850238261,-70.59706943964233,Pizza Place
2960,La Florida,-33.51952114,-70.6001028,McCafé,-33.51866877223725,-70.59877782071004,Café
2961,La Florida,-33.51952114,-70.6001028,Las Terrazas,-33.51701982948068,-70.59701402925597,General Entertainment
2962,La Florida,-33.51952114,-70.6001028,ReifStore,-33.51800028661556,-70.59896864372995,Electronics Store
2963,La Florida,-33.51952114,-70.6001028,KFC,-33.522213,-70.59955,Fried Chicken Joint
2964,La Florida,-33.51952114,-70.6001028,Chuck E. Cheese's,-33.5212066941676,-70.59621572207573,Arcade
2965,La Florida,-33.51952114,-70.6001028,Cory,-33.51796825342833,-70.5976963523827,Café
2966,La Florida,-33.51952114,-70.6001028,Pacific Fitness,-33.51946522691609,-70.59882089455488,Gym
2967,La Florida,-33.51952114,-70.6001028,San Camilo Intermodal,-33.519532517908345,-70.59932820798,Bakery
2968,La Florida,-33.51952114,-70.6001028,DBS Beauty Store,-33.51760079974439,-70.59813085839926,Cosmetics Shop
2969,La Florida,-33.51952114,-70.6001028,Happyland,-33.51692661875475,-70.59755165033837,Arcade
2970,La Florida,-33.51952114,-70.6001028,Bowling,-33.51694738921576,-70.59757395622195,Bowling Alley
2971,La Florida,-33.51952114,-70.6001028,Pet Happy,-33.521386334889804,-70.59627072647977,Pet Store
2972,La Florida,-33.51952114,-70.6001028,Castaño,-33.51863398631514,-70.59697677816682,Bakery
2973,La Florida,-33.51952114,-70.6001028,Platón,-33.517295014730585,-70.59748662442824,Latin American Restaurant
2974,La Florida,-33.51952114,-70.6001028,The Republic Of Beauty,-33.518190035695916,-70.59787585559077,Cosmetics Shop
2975,La Florida,-33.51952114,-70.6001028,Carro Aurora,-33.52284196916104,-70.60325275185942,Fast Food Restaurant
2976,La Florida,-33.51952114,-70.6001028,La Piccola Italia,-33.52157853667982,-70.5970931965039,Italian Restaurant
2977,La Florida,-33.51952114,-70.6001028,Pub Mommy's Bless,-33.51618607930799,-70.59697526293904,Pub
2978,La Florida,-33.51952114,-70.6001028,Donde Luchito 3,-33.52280197551314,-70.60344303434935,Hot Dog Joint
2979,La Florida,-33.51952114,-70.6001028,Cinemark,-33.51693162422278,-70.59752783331565,Movie Theater
2980,La Florida,-33.51952114,-70.6001028,Taco Bell,-33.51731525168313,-70.59750986211816,Fast Food Restaurant
2981,La Florida,-33.51952114,-70.6001028,Stadium Sportbar,-33.516865826028514,-70.59718375281913,Bar
2982,La Florida,-33.51952114,-70.6001028,Pichara,-33.51851403985503,-70.59713224952232,Cosmetics Shop
2983,La Florida,-33.51952114,-70.6001028,Frutos,-33.51725607032343,-70.59744595846828,Food
2984,La Florida,-33.51952114,-70.6001028,Mamut Restaurant,-33.517326107221066,-70.59757242717507,American Restaurant
2985,La Florida,-33.51952114,-70.6001028,Dublin,-33.516998647666455,-70.59702849245261,Pub
2986,La Florida,-33.51952114,-70.6001028,Bariloche Restaurant,-33.516850320263565,-70.59726571897335,BBQ Joint
2987,Cerrillos,-33.48348728,-70.6954388,Museo Nacional Aeronáutico y del Espacio de Chile,-33.48555694204247,-70.69712549876192,Planetarium
2988,Cerrillos,-33.48348728,-70.6954388,Helados La Plaza,-33.48282382040043,-70.69461633669236,Dessert Shop
2989,Cerrillos,-33.48348728,-70.6954388,Heladeria Santa Inés,-33.480277706629344,-70.69167734761227,Ice Cream Shop
2990,Cerrillos,-33.48348728,-70.6954388,Parada PI203,-33.48045796341054,-70.69272994995117,Bus Station
2991,Cerrillos,-33.48348728,-70.6954388,La Movida (CDF),-33.481242060731944,-70.6916784232158,Restaurant
2992,Lo Valledor,-33.47846802,-70.68100966,Estación Lo Valledor,-33.47772952948881,-70.681086064835,Train Station
2993,Lo Valledor,-33.47846802,-70.68100966,Verde Amarelo,-33.482562836797,-70.67952623597184,Snack Place
2994,Lo Valledor,-33.47846802,-70.68100966,Metro Lo Valledor,-33.477737828955924,-70.68110190599283,Metro Station
2995,Lo Valledor,-33.47846802,-70.68100966,Comercial Castro | Botilleria L-28,-33.481731869869215,-70.68157661253741,Liquor Store
2996,Lo Valledor,-33.47846802,-70.68100966,Carrito De Completos,-33.47838060590492,-70.68543919605538,Food Truck
2997,Presidente Pedro Aguirre Cerda,-33.47873149,-70.66490307,Bar Victoria,-33.47872703568316,-70.66153731463135,Bar
2998,Presidente Pedro Aguirre Cerda,-33.47873149,-70.66490307,Hualañé,-33.47888298784337,-70.67024230957031,South American Restaurant
2999,Presidente Pedro Aguirre Cerda,-33.47873149,-70.66490307,Metro Presidente Pedro Aguirre Cerda,-33.47844504549641,-70.66505768716227,Metro Station
3000,Presidente Pedro Aguirre Cerda,-33.47873149,-70.66490307,Fuster Pub,-33.47852561809232,-70.66592405463965,Pub
3001,Presidente Pedro Aguirre Cerda,-33.47873149,-70.66490307,Estacion Pedro Aguirre Cerda,-33.47853088378906,-70.66496276855469,Metro Station
3002,Presidente Pedro Aguirre Cerda,-33.47873149,-70.66490307,Canchas Centenario,-33.476293951835906,-70.66928344335716,Soccer Field
3003,Presidente Pedro Aguirre Cerda,-33.47873149,-70.66490307,Cancha de la Balma,-33.4809203800167,-70.66146163304599,Basketball Stadium
3004,Bio Bio,-33.47655492,-70.64190829,Gusto Criollo,-33.47442422753655,-70.64147361054404,South American Restaurant
3005,Bio Bio,-33.47655492,-70.64190829,Galpón Victor Manuel,-33.474210596133034,-70.63981807045771,Thrift / Vintage Store
3006,Bio Bio,-33.47655492,-70.64190829,Persa Bio Bío,-33.47512522519285,-70.6427631852357,Flea Market
3007,Bio Bio,-33.47655492,-70.64190829,Selfish,-33.47482356243158,-70.64105024385567,Seafood Restaurant
3008,Bio Bio,-33.47655492,-70.64190829,The Weekend Cafe,-33.47490351457887,-70.64055114765888,Café
3009,Bio Bio,-33.47655492,-70.64190829,Thai-Isan,-33.476027891474764,-70.64503490169402,Thai Restaurant
3010,Bio Bio,-33.47655492,-70.64190829,Woking Restaurant,-33.475100670421014,-70.6397112367766,Asian Restaurant
3011,Bio Bio,-33.47655492,-70.64190829,Factoría de Arte Santa Rosa,-33.47459323639996,-70.6417088710425,Art Gallery
3012,Bio Bio,-33.47655492,-70.64190829,Antojitos Criollos “Donde La Tia Betty”,-33.476755087538514,-70.64231032111279,Food Service
3013,Bio Bio,-33.47655492,-70.64190829,Restaurant El Tata,-33.4743261053365,-70.64440898719326,Latin American Restaurant
3014,Bio Bio,-33.47655492,-70.64190829,El Libanés,-33.47283104682268,-70.63983827540264,Falafel Restaurant
3015,Bio Bio,-33.47655492,-70.64190829,La Picá de Jaime,-33.47288754523619,-70.63981376315512,Burger Joint
3016,Bio Bio,-33.47655492,-70.64190829,Club Matadero,-33.474760445619985,-70.6417862878261,Bar
3017,Bio Bio,-33.47655492,-70.64190829,Mi Jugo,-33.472820976189354,-70.63968722073314,Mexican Restaurant
3018,Bio Bio,-33.47655492,-70.64190829,Papuchini,-33.473928364879924,-70.63960894920427,Sandwich Place
3019,Bio Bio,-33.47655492,-70.64190829,Lai Thai • Franklin,-33.47284739922769,-70.63967206145634,Thai Restaurant
3020,Bio Bio,-33.47655492,-70.64190829,Donde Chile,-33.47439986402175,-70.64077463419046,BBQ Joint
3021,Bio Bio,-33.47655492,-70.64190829,El Taco Azteca,-33.47441466992103,-70.64074403947451,Mexican Restaurant
3022,Bio Bio,-33.47655492,-70.64190829,Lomitos Donde Maria,-33.472887,-70.639375,Sandwich Place
3023,Bio Bio,-33.47655492,-70.64190829,El Franchute del Barrio,-33.473697,-70.640255,French Restaurant
3024,Bio Bio,-33.47655492,-70.64190829,Galpón de la Computación,-33.474888183719294,-70.6411425029772,Flea Market
3025,Bio Bio,-33.47655492,-70.64190829,Doña Tere con Sabor,-33.47435592372516,-70.6410187327105,Peruvian Restaurant
3026,Bio Bio,-33.47655492,-70.64190829,Shawarma Del Amir,-33.473717,-70.639046,Falafel Restaurant
3027,Bio Bio,-33.47655492,-70.64190829,Lomitos El Pobre Guido,-33.47282199752545,-70.639999256863,Sandwich Place
3028,Bio Bio,-33.47655492,-70.64190829,Shawarma,-33.47295557938165,-70.63979483476732,Middle Eastern Restaurant
3029,Bio Bio,-33.47655492,-70.64190829,Piscis Australis,-33.47451849442042,-70.64063712783566,Seafood Restaurant
3030,Bio Bio,-33.47655492,-70.64190829,Persa Franklin,-33.47550569720524,-70.64665512415142,Flea Market
3031,Bio Bio,-33.47655492,-70.64190829,Lai Thai,-33.47571010344432,-70.64509254346635,Thai Restaurant
3032,Bio Bio,-33.47655492,-70.64190829,El Encuentro,-33.474427,-70.64126,Restaurant
3033,Bio Bio,-33.47655492,-70.64190829,Metro Biobío,-33.47663976505844,-70.64230568019913,Metro Station
3034,Bio Bio,-33.47655492,-70.64190829,Recorrido 510 Transantiago,-33.47734605155864,-70.6406487456609,Moving Target
3035,Bio Bio,-33.47655492,-70.64190829,Vicsa,-33.476884891964396,-70.64106326947588,Thrift / Vintage Store
3036,Bio Bio,-33.47655492,-70.64190829,Nativo Viejo,-33.475522,-70.646059,Furniture / Home Store
3037,Bio Bio,-33.47655492,-70.64190829,Distribuidora Fruna Franklin,-33.47267772661972,-70.64382279346229,Candy Store
3038,Bio Bio,-33.47655492,-70.64190829,Skatepark Isabel Riquelme,-33.478445303453306,-70.63763391071681,Skate Park
3039,Estadio Nacional,-33.46303407,-70.60620081,Centro de Alto Rendimiento (CAR),-33.46409496120298,-70.60701979526682,Gym
3040,Estadio Nacional,-33.46303407,-70.60620081,Estadio Nacional Julio Martínez Prádanos,-33.4630182399185,-70.610441467483,Soccer Stadium
3041,Estadio Nacional,-33.46303407,-70.60620081,Plaza Eusebio Lillo,-33.460371836199585,-70.60610061974823,Plaza
3042,Estadio Nacional,-33.46303407,-70.60620081,Pastelería Tradición Pompadour,-33.45910762219555,-70.60696170215532,Pie Shop
3043,Estadio Nacional,-33.46303407,-70.60620081,Doña Isidora,-33.46036044162654,-70.6060844953419,Bakery
3044,Estadio Nacional,-33.46303407,-70.60620081,Feria Juan Gomez Millas,-33.46035168147688,-70.60607615788619,Flea Market
3045,Estadio Nacional,-33.46303407,-70.60620081,Pista Atlética Estadio Nacional,-33.46513653123558,-70.60870170593262,Track Stadium
3046,Estadio Nacional,-33.46303407,-70.60620081,Salas de ensayo Grecia,-33.46170649409939,-70.6112984603303,Music Venue
3047,Estadio Nacional,-33.46303407,-70.60620081,Castillo Hamburger,-33.460342682799606,-70.60608826927657,Burger Joint
3048,Estadio Nacional,-33.46303407,-70.60620081,Montaña China,-33.461768592762446,-70.60969040635922,Chinese Restaurant
3049,Estadio Nacional,-33.46303407,-70.60620081,Ok Market,-33.46034921754063,-70.60608739999986,Convenience Store
3050,Nunoa,-33.45488161,-70.60491462,Golfo di Napoli,-33.455821316876104,-70.60570182953718,Italian Restaurant
3051,Nunoa,-33.45488161,-70.60491462,Dulce & Punto,-33.45576961386228,-70.60546293854713,Coffee Shop
3052,Nunoa,-33.45488161,-70.60491462,Perú Mágico,-33.453089687422064,-70.604860876037,South American Restaurant
3053,Nunoa,-33.45488161,-70.60491462,Smart Fit,-33.454270432411874,-70.60630148012261,Gymnastics Gym
3054,Nunoa,-33.45488161,-70.60491462,El Ternero,-33.455509,-70.605826,BBQ Joint
3055,Nunoa,-33.45488161,-70.60491462,Gustapan,-33.45421226508456,-70.60219223442685,Bakery
3056,Nunoa,-33.45488161,-70.60491462,PuntoMascotas,-33.458236506128046,-70.60564874915818,Pet Store
3057,Nunoa,-33.45488161,-70.60491462,CicloRecreoVía Ñuñoa,-33.45407635097986,-70.60764139113239,Trail
3058,Nunoa,-33.45488161,-70.60491462,Mistura del Perú,-33.455392501517,-70.6050846521793,Restaurant
3059,Nunoa,-33.45488161,-70.60491462,Insert Coin Bar,-33.45672170764297,-70.60750805264394,Bar
3060,Nunoa,-33.45488161,-70.60491462,Yami Yami,-33.45263678719257,-70.60508097798774,Chinese Restaurant
3061,Nunoa,-33.45488161,-70.60491462,Café Pushkin,-33.4524,-70.602325,Coffee Shop
3062,Nunoa,-33.45488161,-70.60491462,Joyeria Oxs,-33.45496,-70.604947,Jewelry Store
3063,Nunoa,-33.45488161,-70.60491462,Pasteles Orientales,-33.45381080442904,-70.60340019409301,Bakery
3064,Nunoa,-33.45488161,-70.60491462,Centro Zen,-33.45775224999951,-70.60279473249308,Yoga Studio
3065,Nunoa,-33.45488161,-70.60491462,Walhalla,-33.456592594798494,-70.6094450838658,Swiss Restaurant
3066,Nunoa,-33.45488161,-70.60491462,Yin-jo,-33.45709699056561,-70.6058141958163,Chinese Restaurant
3067,Nunoa,-33.45488161,-70.60491462,Pastelería Condi,-33.45385,-70.6062199,Cupcake Shop
3068,Nunoa,-33.45488161,-70.60491462,Pastelería Mozart,-33.45043,-70.605426,Bakery
3069,Nunoa,-33.45488161,-70.60491462,Todo Pollo,-33.45371,-70.609261,Fried Chicken Joint
3070,Nunoa,-33.45488161,-70.60491462,Papa John's,-33.45756788068399,-70.60541315728139,Pizza Place
3071,Nunoa,-33.45488161,-70.60491462,Pollo a Las Brasas,-33.453825104961645,-70.60731865193742,Fast Food Restaurant
3072,Nunoa,-33.45488161,-70.60491462,Tostaduria El Mani,-33.45457604764292,-70.60080602802056,Farmers Market
3073,Nunoa,-33.45488161,-70.60491462,Los Carros,-33.454744328251195,-70.6032681599428,Boutique
3074,Nunoa,-33.45488161,-70.60491462,Casa&Ideas,-33.4545505990609,-70.60175255683366,Furniture / Home Store
3075,Nunoa,-33.45488161,-70.60491462,Amano,-33.45299658495807,-70.600470010264,Spa
